student_id,course_type,institute_tier,region,target_sector,cgpa,academic_consistency_score,num_internships,internship_months,internship_employer_type,internship_performance,num_certifications,certifications,institute_placement_rate_3m,institute_placement_rate_6m,institute_placement_rate_12m,institute_avg_salary_lpa,placement_cell_score,recruiter_diversity_score,job_demand_score,region_job_density,sector_growth_rate,job_applications_per_week,interviews_attended,resume_updated_recently,linkedin_active,internship_quality_score,skill_relevance_score,institute_strength_index,placed_3m,placed_6m,placed_12m,actual_salary_lpa
STU0331,Law,Tier 3,Delhi,Pharma,5.09,67.6,3,15,Startup,3.4,0,None,0.17,0.31000000000000005,0.39000000000000007,6.6,0.22,0.41,0.8,0.81,0.07,5,13,1,0,0.75,0.0,0.3,1,1,1,4.6
STU0332,Data Science,Tier 2,Ahmedabad,Healthcare,4.39,59.2,1,2,MNC,4.0,1,AWS,0.74,0.89,1.0,12.1,0.73,0.5,0.32,0.7,0.0,16,1,0,0,0.75,0.18,0.71,0,1,1,11.4
STU0333,Nursing,Tier 2,Ahmedabad,BFSI,4.0,59.6,2,12,PSU,4.1,1,Machine Learning,0.58,0.72,0.85,5.4,0.71,0.9,0.57,0.91,-0.0,5,3,1,0,0.69,0.18,0.77,1,1,1,3.7
STU0334,Law,Tier 3,Hyderabad,EdTech,8.87,66.5,0,0,None,0.0,2,SQL|AWS,0.28,0.33,0.4,4.9,0.54,0.87,0.68,0.75,0.09,5,7,0,1,0.16,0.65,0.58,0,1,1,4.1
STU0335,Nursing,Tier 2,Kolkata,FMCG,5.91,70.9,1,2,SME,4.8,0,None,0.47,0.5599999999999999,0.6599999999999999,3.5,0.58,0.53,0.41,0.36,0.22,6,14,0,0,0.58,0.0,0.56,0,1,1,3.9
STU0336,Arts,Tier 3,Delhi,Consulting,8.41,37.5,2,6,PSU,3.5,3,Cybersecurity|Java|PMP,0.23,0.37,0.45999999999999996,3.1,0.51,0.63,0.75,0.56,0.29,11,2,0,1,0.54,0.82,0.5,1,1,1,2.8
STU0337,Nursing,Tier 2,Pune,EdTech,7.07,46.4,0,0,None,0.0,2,Cybersecurity|Java,0.4,0.5900000000000001,0.7100000000000001,3.7,0.94,0.43,0.45,0.42,0.02,15,0,0,0,0.16,0.35,0.68,1,1,1,4.1
STU0338,Data Science,Tier 2,Chennai,BFSI,7.64,62.9,1,1,NGO,4.7,1,Java,0.4,0.5700000000000001,0.6300000000000001,8.2,0.66,0.37,0.73,0.31,0.11,5,10,1,1,0.55,0.48,0.55,0,0,0,11.8
STU0339,Commerce,Tier 2,Hyderabad,EdTech,6.96,63.7,2,4,PSU,3.1,0,None,0.16,0.24,0.32999999999999996,9.6,0.66,0.69,0.36,0.83,0.07,20,0,1,0,0.47,0.0,0.54,0,0,1,5.3
STU0340,Commerce,Tier 2,Delhi,Consulting,5.4,34.0,0,0,None,0.0,3,Java|Machine Learning|AWS,0.67,0.79,0.92,9.9,0.92,0.46,0.31,0.59,0.11,0,6,0,0,0.16,0.52,0.74,0,1,1,5.5
STU0341,Engineering,Tier 2,Ahmedabad,Pharma,6.87,55.1,1,6,NGO,3.8,2,Digital Marketing|CFA,0.87,1.0,1.0,10.2,1.0,0.65,0.42,0.61,0.23,11,1,1,0,0.56,0.35,0.9,1,1,1,10.5
STU0342,Commerce,Tier 3,Bangalore,BFSI,7.22,76.5,2,2,Startup,3.8,1,React,0.25,0.42000000000000004,0.53,2.2,0.34,0.88,0.69,0.96,-0.07,3,7,0,1,0.62,0.48,0.53,1,1,1,2.9
STU0343,Commerce,Tier 3,Mumbai,Pharma,7.22,88.8,1,3,PSU,4.7,0,None,0.41,0.51,0.59,4.0,0.56,0.41,0.79,0.81,0.24,1,7,0,1,0.59,0.3,0.5,1,1,1,3.4
STU0344,Engineering,Tier 1,Pune,Manufacturing,7.91,70.2,1,1,NGO,3.3,1,Tableau,0.6,0.6799999999999999,0.74,12.9,0.83,0.85,0.89,0.75,-0.02,21,10,1,0,0.44,0.18,0.79,0,1,1,19.6
STU0345,Data Science,Tier 2,Ahmedabad,Healthcare,8.15,84.1,2,10,PSU,3.6,0,None,0.62,0.69,0.7899999999999999,13.5,0.58,0.32,0.33,0.22,0.2,22,14,1,0,0.61,0.0,0.53,0,0,1,12.6
STU0346,Engineering,Tier 2,Kolkata,BFSI,7.04,58.5,1,4,MNC,3.4,3,Tableau|AWS|Power BI,0.74,0.86,0.98,13.8,0.43,0.7,0.9,0.52,0.02,5,11,0,0,0.74,0.52,0.64,1,1,1,11.4
STU0347,Nursing,Tier 1,Ahmedabad,FMCG,8.61,78.5,1,3,SME,4.2,1,SQL,0.87,0.97,1.0,4.5,0.99,0.64,0.46,0.24,0.18,8,14,0,0,0.55,0.18,0.88,0,0,1,6.4
STU0348,Data Science,Tier 1,Pune,IT,6.57,70.2,1,1,MNC,4.4,1,Python,0.93,1.0,1.0,26.5,0.89,0.8,0.31,0.47,-0.03,3,1,0,1,0.77,0.48,0.9,1,1,1,24.3
STU0349,Commerce,Tier 1,Hyderabad,Healthcare,8.72,40.7,1,1,NGO,3.7,1,AWS,0.63,0.72,0.83,14.1,0.99,0.86,0.89,0.62,-0.02,17,7,0,0,0.47,0.18,0.87,0,0,1,9.2
STU0350,Nursing,Tier 1,Kolkata,Healthcare,4.0,52.1,3,12,Startup,3.6,2,React|Tableau,0.7,0.7999999999999999,0.8799999999999999,7.6,0.85,0.84,0.43,0.63,0.01,28,9,0,0,0.77,0.35,0.83,0,0,0,6.6
STU0351,Engineering,Tier 3,Hyderabad,EdTech,8.65,91.0,0,0,None,0.0,0,None,0.12,0.31,0.42,3.1,0.48,0.23,0.95,0.28,0.06,7,0,0,0,0.16,0.0,0.35,0,1,1,4.4
STU0352,Engineering,Tier 3,Hyderabad,Manufacturing,7.0,51.6,2,6,PSU,4.5,0,None,0.19,0.33,0.42000000000000004,7.7,0.46,0.19,1.0,0.41,0.24,28,11,1,1,0.62,0.3,0.34,0,0,0,5.1
STU0353,Arts,Tier 3,Delhi,FMCG,6.74,70.8,1,3,PSU,4.6,0,None,0.16,0.33999999999999997,0.43999999999999995,2.0,0.54,0.65,0.69,0.72,-0.04,29,9,1,0,0.58,0.0,0.51,1,1,1,2.7
STU0354,Engineering,Tier 2,Ahmedabad,FMCG,8.06,55.0,1,2,NGO,3.4,4,CFA|Cybersecurity|Tableau|SQL,0.7,0.87,0.94,10.0,0.7,0.52,0.64,0.45,0.04,21,9,0,0,0.47,0.7,0.7,0,1,1,9.3
STU0355,Arts,Tier 2,Delhi,Consulting,6.23,66.2,1,3,NGO,4.9,4,Cybersecurity|SQL|AWS|Power BI,0.79,0.93,1.0,6.0,0.47,0.88,0.79,0.66,0.26,12,4,1,1,0.6,1.0,0.73,1,1,1,5.1
STU0356,Data Science,Tier 1,Delhi,FMCG,4.0,80.5,0,0,None,0.0,1,Tableau,0.76,0.94,1.0,24.0,0.96,0.79,0.91,0.43,-0.05,19,6,1,0,0.16,0.18,0.9,0,0,0,18.3
STU0357,Nursing,Tier 3,Delhi,Pharma,8.37,57.2,1,1,SME,3.2,2,AWS|PMP,0.56,0.7100000000000001,0.8400000000000001,3.4,0.78,1.0,0.99,0.8,0.2,2,2,1,1,0.43,0.65,0.83,0,1,1,4.4
STU0358,Nursing,Tier 2,Delhi,Healthcare,4.41,42.2,0,0,None,0.0,2,Power BI|PMP,0.12,0.24,0.3,5.9,0.88,0.77,0.68,0.83,0.1,3,4,1,0,0.16,0.35,0.66,1,1,1,4.0
STU0359,Engineering,Tier 2,Delhi,Manufacturing,7.61,44.3,0,0,None,0.0,0,None,0.22,0.27,0.37,9.7,0.46,0.95,0.86,0.38,0.0,19,6,0,0,0.16,0.0,0.55,0,0,1,9.0
STU0360,Nursing,Tier 3,Ahmedabad,Pharma,7.21,74.0,3,12,SME,3.5,1,PMP,0.31,0.42,0.54,4.7,0.94,0.44,0.42,0.93,-0.06,27,9,1,1,0.64,0.48,0.63,1,1,1,2.8
STU0361,Law,Tier 1,Hyderabad,Consulting,4.0,83.8,2,8,MNC,3.3,1,Machine Learning,0.89,1.0,1.0,21.3,0.86,0.96,0.71,0.93,0.12,18,14,1,0,0.8,0.18,0.93,1,1,1,15.4
STU0362,MBA,Tier 2,Ahmedabad,BFSI,7.49,49.9,0,0,None,0.0,3,Cybersecurity|SQL|Machine Learning,0.57,0.6299999999999999,0.7599999999999999,13.6,0.46,0.79,0.64,0.35,-0.09,25,11,0,1,0.16,0.82,0.61,1,1,1,13.1
STU0363,Arts,Tier 3,Ahmedabad,Manufacturing,7.76,75.8,1,1,SME,3.1,1,SQL,0.18,0.38,0.46,3.8,0.95,0.25,0.8,0.8,-0.06,5,12,1,0,0.42,0.18,0.57,0,1,1,3.2
STU0364,Arts,Tier 1,Ahmedabad,Consulting,4.32,61.8,1,6,PSU,3.4,0,None,0.44,0.56,0.66,8.6,0.73,0.91,0.78,0.79,0.19,13,13,1,0,0.53,0.0,0.73,0,0,0,5.7
STU0365,Arts,Tier 1,Hyderabad,Manufacturing,7.33,41.4,2,6,NGO,3.4,0,None,0.43,0.56,0.6900000000000001,6.6,0.92,0.68,0.56,0.71,-0.09,29,4,0,0,0.53,0.0,0.74,0,1,1,6.9
STU0366,MBA,Tier 3,Delhi,Manufacturing,8.21,62.9,2,4,Startup,4.6,0,None,0.22,0.27,0.4,8.9,0.33,0.77,0.6,0.39,0.15,4,10,1,0,0.71,0.0,0.44,0,1,1,7.2
STU0367,Law,Tier 2,Delhi,FMCG,9.41,65.5,2,8,PSU,4.4,3,Machine Learning|Cybersecurity|Tableau,0.36,0.41,0.53,11.3,0.88,0.71,0.77,0.99,-0.06,29,9,1,1,0.65,0.82,0.69,1,1,1,10.1
STU0368,Arts,Tier 2,Mumbai,Consulting,7.66,62.1,3,12,Startup,4.2,2,Tableau|AWS,0.85,1.0,1.0,3.7,0.42,0.49,0.88,0.44,-0.08,15,4,1,1,0.82,0.65,0.61,0,0,1,5.0
STU0369,Commerce,Tier 2,Hyderabad,Pharma,8.32,90.7,2,10,SME,3.4,1,AWS,0.38,0.46,0.6000000000000001,5.0,0.66,0.43,0.84,0.58,0.04,29,13,0,0,0.6,0.18,0.53,0,1,1,7.1
STU0370,Nursing,Tier 2,Bangalore,BFSI,6.97,70.9,1,4,SME,3.7,1,Digital Marketing,0.67,0.8500000000000001,0.9500000000000001,5.3,0.86,0.77,0.47,0.89,0.07,2,14,0,0,0.52,0.18,0.83,1,1,1,4.4
STU0371,Nursing,Tier 2,Chennai,IT,8.13,71.5,3,6,MNC,4.1,2,Tableau|PMP,0.42,0.57,0.6399999999999999,4.3,0.52,0.68,0.38,0.22,-0.08,9,0,0,1,0.83,0.65,0.58,1,1,1,4.7
STU0372,Arts,Tier 3,Kolkata,Manufacturing,6.3,55.5,3,6,SME,4.7,0,None,0.27,0.33,0.46,2.8,0.75,0.93,0.54,0.6,0.09,1,10,1,0,0.64,0.0,0.68,0,0,1,3.4
STU0373,Data Science,Tier 2,Pune,FMCG,7.05,79.4,0,0,None,0.0,4,Digital Marketing|Cybersecurity|AWS|PMP,0.84,1.0,1.0,10.5,0.42,0.55,0.31,0.35,0.2,2,14,0,1,0.16,1.0,0.63,1,1,1,11.6
STU0374,Engineering,Tier 1,Ahmedabad,IT,7.45,59.5,2,8,MNC,3.5,0,None,0.88,0.97,1.0,12.8,0.95,1.0,0.58,0.21,-0.03,12,12,1,0,0.81,0.0,0.97,1,1,1,20.0
STU0375,Nursing,Tier 1,Kolkata,Manufacturing,5.05,61.6,2,4,Startup,3.4,1,React,0.36,0.42,0.48,5.7,0.79,0.97,0.56,0.81,0.11,14,4,0,1,0.62,0.48,0.73,1,1,1,5.8
STU0376,Arts,Tier 2,Bangalore,FMCG,8.14,85.6,2,12,PSU,4.8,1,SQL,0.64,0.73,0.88,5.5,0.73,0.79,0.59,0.81,0.06,17,12,0,1,0.74,0.48,0.75,0,1,1,4.8
STU0377,Engineering,Tier 2,Pune,Manufacturing,4.04,53.2,1,4,SME,4.3,0,None,0.68,0.74,0.81,15.0,0.66,0.79,0.43,0.69,0.19,5,12,1,1,0.57,0.3,0.72,0,0,0,9.8
STU0378,Engineering,Tier 1,Ahmedabad,BFSI,8.31,46.5,1,3,Startup,4.1,1,Cybersecurity,0.62,0.72,0.82,27.1,0.97,0.66,0.54,0.47,-0.08,1,1,1,0,0.66,0.18,0.8,0,1,1,21.1
STU0379,Engineering,Tier 1,Chennai,BFSI,7.6,58.7,0,0,None,0.0,2,CFA|AWS,0.71,0.8999999999999999,0.9999999999999999,22.7,0.91,0.93,0.39,0.85,0.09,0,3,0,1,0.16,0.65,0.91,0,0,0,19.6
STU0380,MBA,Tier 2,Bangalore,BFSI,6.15,59.6,0,0,None,0.0,2,SQL|Power BI,0.45,0.62,0.7,8.0,0.7,0.37,0.83,0.42,0.08,23,2,0,0,0.16,0.35,0.58,1,1,1,11.4
STU0381,MBA,Tier 2,Delhi,Healthcare,7.17,67.3,2,8,MNC,3.7,3,Digital Marketing|Cybersecurity|Python,0.38,0.5,0.63,17.1,0.56,0.41,0.79,0.41,0.27,14,7,1,0,0.83,0.52,0.5,1,1,1,14.9
STU0382,Data Science,Tier 3,Hyderabad,Healthcare,6.19,67.0,2,6,SME,3.4,3,Cybersecurity|React|PMP,0.18,0.35,0.41,8.7,0.68,0.62,0.62,0.42,0.09,27,1,1,1,0.53,0.82,0.56,1,1,1,7.3
STU0383,Engineering,Tier 1,Bangalore,Pharma,7.69,78.7,2,4,PSU,4.6,1,CFA,0.67,0.8700000000000001,0.9600000000000001,17.4,0.96,1.0,0.74,0.84,0.21,25,5,0,1,0.59,0.48,0.95,0,0,1,20.9
STU0384,MBA,Tier 2,Bangalore,Manufacturing,5.42,58.6,1,5,NGO,4.6,0,None,0.42,0.5,0.58,18.4,0.93,0.33,0.42,0.29,-0.03,26,13,0,1,0.61,0.3,0.62,0,0,0,13.8
STU0385,Arts,Tier 3,Pune,Manufacturing,6.07,22.1,1,1,NGO,3.2,2,Cybersecurity|Digital Marketing,0.57,0.69,0.7999999999999999,3.7,0.53,0.27,0.82,0.3,-0.06,1,6,1,0,0.43,0.35,0.5,1,1,1,3.0
STU0386,Data Science,Tier 3,Mumbai,Manufacturing,4.0,88.2,1,3,SME,5.0,0,None,0.09,0.2,0.33,7.5,0.95,0.88,0.53,0.27,0.28,3,12,0,1,0.61,0.3,0.7,1,1,1,6.3
STU0387,MBA,Tier 2,Bangalore,IT,4.96,61.3,3,6,PSU,3.4,4,Power BI|AWS|CFA|Cybersecurity,0.57,0.72,0.7999999999999999,14.7,0.83,0.81,0.77,0.9,0.25,27,13,0,1,0.53,1.0,0.79,0,0,1,14.6
STU0388,Arts,Tier 2,Bangalore,IT,8.39,62.8,0,0,None,0.0,0,None,0.48,0.62,0.69,6.0,0.59,0.95,0.76,0.55,0.22,20,12,1,1,0.16,0.3,0.71,1,1,1,4.7
STU0389,Data Science,Tier 1,Mumbai,IT,7.06,61.4,1,1,SME,4.7,1,Digital Marketing,0.92,1.0,1.0,27.1,0.71,0.99,0.95,0.95,0.05,14,12,0,0,0.55,0.18,0.88,0,1,1,22.7
STU0390,Nursing,Tier 3,Kolkata,BFSI,5.26,78.7,0,0,None,0.0,2,React|Digital Marketing,0.31,0.45,0.5800000000000001,4.8,0.84,0.48,0.74,0.89,0.1,11,3,1,0,0.16,0.35,0.61,1,1,1,2.7
STU0391,Engineering,Tier 2,Bangalore,Manufacturing,9.15,77.4,1,3,Startup,4.0,1,Digital Marketing,0.21,0.27,0.36,14.6,1.0,0.81,0.46,0.28,0.07,28,4,0,0,0.65,0.18,0.72,0,0,1,10.6
STU0392,Law,Tier 3,Bangalore,Consulting,5.44,73.5,1,2,SME,4.4,1,Tableau,0.22,0.39,0.48,3.4,0.59,0.18,0.39,0.39,0.24,19,3,1,1,0.55,0.48,0.41,0,1,1,4.9
STU0393,MBA,Tier 1,Kolkata,BFSI,5.26,61.6,3,9,SME,3.3,0,None,0.73,0.84,0.95,26.1,0.77,0.87,0.91,0.5,0.24,16,11,1,0,0.57,0.0,0.82,0,1,1,23.7
STU0394,Commerce,Tier 3,Delhi,BFSI,9.32,84.6,0,0,None,0.0,2,Python|AWS,0.59,0.79,0.9400000000000001,4.2,0.26,0.59,0.92,0.74,0.19,25,2,1,1,0.16,0.65,0.52,1,1,1,4.6
STU0395,Nursing,Tier 2,Pune,Healthcare,6.7,59.3,1,2,PSU,4.4,2,AWS|Machine Learning,0.23,0.34,0.46,3.8,0.97,0.32,0.97,0.37,-0.08,26,11,1,1,0.55,0.65,0.59,0,0,1,4.8
STU0396,Data Science,Tier 2,Pune,BFSI,5.08,68.0,2,8,PSU,4.5,1,Tableau,0.29,0.48,0.61,13.4,0.79,0.95,0.6,0.47,0.29,5,6,1,0,0.65,0.18,0.75,0,1,1,10.2
STU0397,Nursing,Tier 3,Chennai,IT,6.41,63.4,2,12,SME,3.4,0,None,0.58,0.71,0.7899999999999999,2.7,0.31,0.86,0.73,0.35,-0.03,9,0,1,0,0.63,0.0,0.59,0,1,1,3.8
STU0398,MBA,Tier 2,Bangalore,BFSI,8.2,58.6,1,6,Startup,5.0,0,None,0.7,0.7999999999999999,0.8999999999999999,15.1,0.98,0.53,0.95,0.42,0.3,20,7,1,1,0.78,0.3,0.79,1,1,1,14.1
STU0399,Arts,Tier 1,Hyderabad,IT,7.11,55.8,2,4,SME,3.9,2,Power BI|CFA,0.91,1.0,1.0,8.1,0.83,0.97,0.35,0.84,-0.01,27,14,1,1,0.54,0.65,0.92,0,1,1,7.1
STU0400,Arts,Tier 1,Kolkata,Manufacturing,7.71,32.3,1,2,PSU,3.7,3,Java|CFA|Power BI,0.69,0.8099999999999999,0.8699999999999999,5.7,0.97,0.82,0.59,0.26,0.19,28,6,0,1,0.49,0.82,0.88,1,1,1,8.5
STU0401,Law,Tier 2,Bangalore,IT,5.04,87.9,1,2,Startup,4.9,1,Java,0.73,0.9099999999999999,1.0,11.3,0.87,0.8,0.49,0.7,0.11,23,8,1,0,0.71,0.18,0.86,1,1,1,7.8
STU0402,Engineering,Tier 2,Pune,Consulting,5.31,59.4,1,4,PSU,3.2,1,SQL,0.81,0.89,0.99,14.7,0.86,0.93,0.53,0.99,-0.06,3,13,0,1,0.48,0.48,0.89,0,0,1,9.8
STU0403,Data Science,Tier 1,Pune,Consulting,6.23,92.0,3,3,NGO,3.8,2,Java|PMP,0.79,0.89,1.0,16.5,0.98,0.63,0.95,0.77,0.03,23,13,0,0,0.51,0.35,0.85,0,1,1,23.4
STU0404,Arts,Tier 1,Hyderabad,Healthcare,7.37,84.0,0,0,None,0.0,0,None,0.47,0.61,0.6699999999999999,6.3,0.98,0.84,0.54,0.7,0.26,1,10,1,0,0.16,0.0,0.83,0,0,1,6.0
STU0405,Engineering,Tier 1,Chennai,IT,9.17,76.4,3,3,PSU,4.9,3,Python|React|CFA,0.8,0.9400000000000001,1.0,23.8,0.71,0.64,0.39,0.27,-0.03,18,11,0,1,0.6,0.82,0.76,0,1,1,22.7
STU0406,MBA,Tier 3,Hyderabad,Pharma,6.47,61.2,0,0,None,0.0,0,None,0.19,0.38,0.48,6.4,0.59,0.81,0.63,0.83,0.07,19,11,0,1,0.16,0.3,0.59,0,1,1,5.2
STU0407,MBA,Tier 3,Pune,BFSI,5.31,62.4,3,6,MNC,3.1,2,Java|Digital Marketing,0.39,0.52,0.62,6.7,0.36,0.78,0.62,0.97,0.0,25,2,0,0,0.75,0.35,0.53,0,0,0,6.5
STU0408,Nursing,Tier 3,Bangalore,BFSI,7.74,90.9,3,12,NGO,3.4,1,AWS,0.6,0.71,0.78,2.0,0.88,0.74,0.78,0.64,0.18,4,8,0,1,0.63,0.48,0.79,0,1,1,2.7
STU0409,Law,Tier 3,Mumbai,Pharma,7.27,70.1,1,4,Startup,3.7,0,None,0.14,0.22000000000000003,0.28,3.0,0.61,1.0,0.79,0.45,0.25,14,5,1,0,0.64,0.0,0.61,1,1,1,4.4
STU0410,Data Science,Tier 2,Kolkata,FMCG,7.96,43.1,2,12,PSU,3.9,1,PMP,0.26,0.34,0.41000000000000003,16.5,0.81,0.68,0.58,0.54,-0.08,7,14,0,1,0.67,0.48,0.63,0,1,1,12.8
STU0411,Engineering,Tier 1,Delhi,BFSI,7.05,87.2,2,4,Startup,3.3,0,None,0.73,0.9099999999999999,1.0,12.3,0.76,0.86,0.56,0.99,0.17,28,5,1,1,0.61,0.3,0.83,1,1,1,20.0
STU0412,Nursing,Tier 2,Chennai,Pharma,7.66,50.0,2,12,MNC,3.7,1,Digital Marketing,0.44,0.64,0.72,3.7,0.6,0.97,0.53,0.65,0.06,3,4,0,1,0.9,0.48,0.72,1,1,1,5.4
STU0413,Nursing,Tier 2,Ahmedabad,Consulting,6.85,82.0,1,5,MNC,4.3,3,SQL|AWS|Machine Learning,0.27,0.41000000000000003,0.51,5.0,0.78,0.92,0.71,0.82,-0.0,20,0,1,1,0.83,0.82,0.71,0,1,1,5.2
STU0414,Arts,Tier 2,Delhi,BFSI,8.76,89.5,1,3,Startup,3.2,0,None,0.5,0.56,0.67,5.7,0.72,0.77,0.46,0.59,0.06,25,1,0,0,0.59,0.0,0.69,1,1,1,5.6
STU0415,Law,Tier 1,Pune,Consulting,5.27,50.4,2,12,Startup,4.6,0,None,0.8,1.0,1.0,22.4,0.87,0.95,0.8,0.71,0.13,23,2,1,0,0.85,0.0,0.93,0,1,1,16.2
STU0416,Arts,Tier 2,Hyderabad,BFSI,6.95,70.9,0,0,None,0.0,2,PMP|SQL,0.38,0.47,0.54,3.2,0.54,0.78,0.36,0.4,0.24,25,11,1,1,0.16,0.65,0.59,1,1,1,4.4
STU0417,Engineering,Tier 1,Hyderabad,Healthcare,4.24,69.0,2,6,Startup,3.9,1,CFA,0.89,0.95,1.0,22.5,0.72,0.73,0.83,0.44,0.21,20,4,0,1,0.69,0.48,0.79,1,1,1,20.2
STU0418,Law,Tier 3,Pune,BFSI,7.62,44.0,1,4,MNC,5.0,1,SQL,0.15,0.26,0.34,5.9,0.29,0.78,0.33,0.36,0.22,10,1,1,0,0.87,0.18,0.43,0,1,1,4.4
STU0419,Arts,Tier 1,Bangalore,FMCG,8.92,88.7,2,10,MNC,4.8,3,Python|PMP|Tableau,0.7,0.7799999999999999,0.8599999999999999,7.8,0.75,0.7,0.63,0.39,0.14,2,4,1,0,0.95,0.52,0.74,0,0,1,7.3
STU0420,Arts,Tier 3,Kolkata,EdTech,7.53,70.0,0,0,None,0.0,0,None,0.29,0.37,0.45,2.5,0.7,0.48,0.73,0.81,0.12,11,3,1,0,0.16,0.0,0.53,0,1,1,3.5
STU0421,Commerce,Tier 2,Delhi,FMCG,6.98,57.5,2,8,Startup,3.0,0,None,0.56,0.7100000000000001,0.81,9.9,0.5,0.72,0.64,0.36,0.2,12,10,1,0,0.65,0.0,0.63,1,1,1,5.8
STU0422,Data Science,Tier 2,Delhi,IT,4.42,54.4,1,5,NGO,3.6,1,Cybersecurity,0.51,0.62,0.72,8.6,0.73,0.4,0.73,0.95,-0.02,25,5,1,0,0.53,0.18,0.6,1,1,1,10.2
STU0423,Nursing,Tier 2,Ahmedabad,IT,7.47,47.1,0,0,None,0.0,1,SQL,0.76,0.88,0.96,5.8,0.93,0.36,0.66,0.38,0.06,27,0,0,0,0.16,0.18,0.74,0,1,1,4.2
STU0424,MBA,Tier 2,Hyderabad,Manufacturing,8.55,94.2,2,10,NGO,4.5,1,Python,0.68,0.76,0.91,14.3,0.73,0.94,0.74,0.44,0.02,7,1,0,0,0.69,0.18,0.8,0,0,0,13.9
STU0425,Nursing,Tier 3,Ahmedabad,FMCG,7.67,51.7,1,4,NGO,4.0,3,Digital Marketing|Power BI|CFA,0.1,0.27,0.41000000000000003,3.7,0.97,1.0,0.38,0.88,0.1,27,14,0,1,0.55,0.82,0.77,0,1,1,4.2
STU0426,Engineering,Tier 2,Hyderabad,IT,6.32,55.0,2,2,PSU,4.8,2,Python|PMP,0.09,0.23,0.29000000000000004,10.8,0.94,0.79,0.86,0.75,-0.02,11,8,0,1,0.58,0.65,0.68,0,0,1,10.6
STU0427,MBA,Tier 1,Hyderabad,Manufacturing,6.51,55.5,1,5,PSU,3.1,2,Digital Marketing|Python,0.42,0.51,0.61,38.2,0.94,0.73,0.99,0.77,-0.08,24,3,1,0,0.49,0.35,0.75,1,1,1,24.9
STU0428,Data Science,Tier 1,Delhi,Manufacturing,6.77,71.5,1,6,NGO,3.2,3,Power BI|Tableau|Cybersecurity,0.74,0.88,1.0,31.1,0.76,0.69,0.91,0.86,0.15,15,7,1,0,0.52,0.52,0.78,0,1,1,23.6
STU0429,Law,Tier 3,Delhi,Manufacturing,6.7,54.7,2,12,SME,4.3,0,None,0.06,0.21,0.29,4.9,0.44,0.39,0.48,0.8,0.05,17,14,0,1,0.7,0.3,0.36,0,0,0,5.8
STU0430,Nursing,Tier 1,Bangalore,IT,5.78,75.4,1,3,Startup,4.6,1,Cybersecurity,0.87,0.97,1.0,6.4,0.87,0.97,0.77,0.52,0.24,23,9,1,1,0.7,0.48,0.93,0,0,1,6.2
STU0431,Law,Tier 2,Mumbai,FMCG,7.9,81.3,1,5,NGO,4.5,1,Java,0.56,0.7200000000000001,0.79,11.8,0.43,0.55,0.6,0.86,0.21,16,12,1,0,0.6,0.18,0.55,0,1,1,7.9
STU0432,Commerce,Tier 1,Chennai,IT,6.81,51.9,1,2,MNC,4.4,3,AWS|Cybersecurity|Tableau,0.71,0.82,0.96,13.6,0.81,0.83,0.32,0.41,0.18,3,5,1,0,0.79,0.52,0.82,0,0,1,10.0
STU0433,Engineering,Tier 2,Kolkata,BFSI,4.25,74.6,3,9,PSU,3.1,0,None,0.35,0.42,0.52,11.3,0.73,0.37,0.52,0.24,0.06,1,11,0,0,0.56,0.0,0.53,0,0,0,8.9
STU0434,MBA,Tier 1,Kolkata,EdTech,8.51,38.2,3,15,PSU,4.7,0,None,0.58,0.72,0.83,36.2,1.0,0.8,0.54,0.35,-0.1,16,3,1,0,0.74,0.0,0.86,0,0,1,27.0
STU0435,MBA,Tier 3,Delhi,Pharma,7.63,68.4,2,4,PSU,4.5,2,Tableau|Machine Learning,0.16,0.26,0.4,7.6,0.32,0.75,0.45,0.55,0.16,16,12,1,1,0.59,0.65,0.43,0,0,0,7.1
STU0436,Commerce,Tier 1,Kolkata,IT,8.97,62.4,1,3,Startup,3.6,0,None,0.72,0.7999999999999999,0.9199999999999999,8.9,0.9,0.89,0.71,0.97,-0.09,28,9,0,1,0.62,0.3,0.87,0,0,1,10.2
STU0437,Commerce,Tier 3,Bangalore,EdTech,8.01,64.4,0,0,None,0.0,2,AWS|Power BI,0.19,0.3,0.38,2.9,0.63,0.2,0.68,0.2,0.03,28,7,1,1,0.16,0.65,0.4,0,0,1,3.7
STU0438,Data Science,Tier 2,Delhi,BFSI,4.66,59.1,1,5,PSU,4.4,2,PMP|Python,0.56,0.6300000000000001,0.7200000000000001,15.1,0.81,0.5,0.77,0.94,0.04,9,2,0,1,0.6,0.65,0.66,0,1,1,12.5
STU0439,MBA,Tier 3,Bangalore,FMCG,6.16,88.1,0,0,None,0.0,2,Machine Learning|SQL,0.14,0.22000000000000003,0.31000000000000005,8.0,0.56,0.94,0.9,0.28,-0.05,29,3,1,1,0.16,0.65,0.57,1,1,1,6.4
STU0440,Nursing,Tier 2,Kolkata,Healthcare,8.54,60.9,2,10,SME,4.1,2,PMP|CFA,0.63,0.71,0.84,5.8,0.6,0.67,0.76,0.26,0.1,16,10,0,0,0.65,0.35,0.65,0,1,1,5.2
